City,ft,bt,No_of_Owners,Car_Model,Model_Year,Car_Price,Insurance Validity,Mileage(kmpl),Brand,Mileage_Category,Transmission_Manual
2,4,2,2,300,2011,210000.0,8,0.24926857811585723,30,1,1
2,1,7,1,147,2013,399000.0,8,0.23990637799882975,18,1,1
2,4,8,1,63,2018,720000.0,8,0.3744880046811,9,1,1
2,4,2,1,77,2014,340000.0,2,0.4622586307782329,10,2,1
2,0,2,1,176,2021,457000.0,9,0.48399837731360973,19,2,1
2,4,7,3,50,2015,380000.0,8,0.4610883557636044,7,2,1
2,4,8,1,180,2019,653000.0,9,0.5974253949678175,19,0,0
2,1,8,1,87,2016,426000.0,2,0.842598010532475,10,0,1
2,4,2,1,238,2021,465000.00000000006,2,0.6436512580456407,26,0,0
2,4,2,1,90,2011,245000.00000000003,2,0.4388531304856641,10,2,1
2,4,2,2,179,2017,432000.0,7,0.5500292568753656,19,2,1
2,4,4,1,165,2018,844999.9999999999,2,0.38033937975424237,19,1,1
2,1,7,1,50,2017,580000.0,8,0.7021650087770627,7,0,1
2,4,2,1,184,2013,235000.0,2,0.4622586307782329,19,2,1
2,4,2,1,184,2013,270000.0,2,0.5564657694558223,19,2,1
2,4,7,1,50,2015,625000.0,2,0.21650087770626092,7,1,0
2,4,8,1,248,2014,1050000.0,2,0.23990637799882975,27,1,0
2,4,8,0,248,2017,1049000.0,6,0.3335283791691047,27,1,1
2,4,2,2,90,2018,570000.0,2,0.4447045055588065,10,2,1
2,4,2,1,61,2012,275000.0,8,0.4915155061439437,9,2,1
2,4,2,2,152,2014,250000.0,8,0.2984201287302517,19,1,1
2,4,7,1,101,2019,1365000.0,9,0.29256875365710944,13,1,0
2,4,2,1,300,2016,429000.0,2,0.30427150380339374,30,1,1
2,1,8,1,180,2016,544000.0,2,0.9122293739028672,19,0,1
2,4,2,2,155,2019,336000.0,2,0.8016383850204797,19,0,1
2,4,2,1,179,2016,449000.0,2,0.665886483323581,19,0,1
2,4,2,1,157,2018,503000.0,7,0.6085430076067876,19,0,1
2,4,8,3,177,2009,125000.0,8,0.2340550029256876,19,1,1
2,1,7,1,50,2014,350000.0,8,0.684610883557636,7,0,1
2,4,7,1,173,2023,1755000.0,9,0.315389116442364,19,1,0
2,4,2,2,54,2011,100000.0,8,0.2691632533645406,7,1,1
2,4,7,1,159,2023,1200000.0,8,0.3733177296664715,19,1,1
2,4,2,2,90,2012,275000.0,2,0.3510825043885313,10,1,1
2,4,8,4,197,2010,425000.0,8,0.04095962551199528,20,1,0
2,1,8,2,180,2014,350000.0,8,0.7255705090696313,19,0,1
2,4,2,1,89,2011,221000.0,2,0.5476887068461088,10,2,1
2,1,7,1,69,2020,827999.9999999999,2,0.8484493856056173,9,0,1
2,1,7,1,50,2017,600000.0,8,0.7021650087770627,7,0,1
2,4,4,1,243,2020,517000.0,9,0.526623756582797,26,2,1
2,4,8,2,180,2012,325000.0,2,0.38033937975424237,19,1,1
2,4,2,1,184,2017,371000.0,7,0.5564657694558223,19,2,1
2,4,2,1,176,2022,475000.0,8,0.626097132826214,19,0,1
2,4,2,1,77,2015,406000.0,2,0.4622586307782329,10,2,1
2,4,4,1,186,2021,1090000.0,8,0.46869514335868934,19,2,1
2,4,7,1,85,2019,890000.0,8,0.41837331772966635,10,2,0
2,4,2,2,184,2009,100000.0,8,0.4622586307782329,19,2,1
2,1,7,3,126,2015,485000.0,8,0.2902282036278526,18,1,1
2,1,7,1,138,2016,840000.0,2,0.2574605032182563,18,1,1
2,4,8,1,63,2019,900000.0,8,0.4095962551199531,9,2,0
2,4,7,1,108,2021,950000.0,8,0.43300175541252195,14,2,1
2,4,8,1,86,2011,418000.0,8,0.35166764189584565,10,1,1
2,1,7,1,73,2019,1195000.0,8,0.555880631948508,10,2,1
3,4,2,1,300,2022,1044000.0,8,0.32007021650087764,30,1,0
3,4,2,2,74,2014,260000.0,8,0.5909888823873611,10,0,1
3,4,7,1,85,2023,955000.0,8,0.48399837731360973,10,2,1
3,4,2,1,157,2017,671000.0,8,0.6085430076067876,19,0,1
3,4,7,1,108,2021,1178000.0,8,0.42129900526623765,14,2,1
3,4,2,1,160,2017,489000.0,9,0.7080163838502048,19,0,0
3,4,8,1,86,2022,1541000.0,8,0.4798127559976594,10,2,0
3,4,2,1,160,2017,465000.00000000006,7,0.7080163838502048,19,0,1
3,4,2,1,54,2021,728000.0,7,0.4388531304856641,7,2,1
3,4,2,1,273,2018,530000.0,8,0.7513165593914569,28,0,0
3,4,2,1,39,2021,466000.0,8,0.626097132826214,5,0,1
3,4,2,1,238,2020,457000.0,2,0.7027501462843769,26,0,1
3,1,2,2,300,2013,350000.0,8,0.6477472205968403,30,0,1
3,4,2,1,184,2009,290000.0,8,0.4622586307782329,19,2,1
3,4,2,1,184,2014,375000.0,2,0.6313633703920422,19,0,1
3,4,2,1,184,2020,600000.0,8,0.6313633703920422,19,0,1
3,1,7,1,101,2018,1400000.0,8,0.35693387946167354,13,1,1
3,4,2,1,90,2020,740000.0,8,0.526623756582797,10,2,1
3,4,8,2,72,2020,766000.0,7,0.5324751316559392,10,2,0
3,1,7,1,236,2014,440000.00000000006,8,0.5529549444119367,26,2,1
3,4,2,1,77,2017,519000.00000000006,8,0.4622586307782329,10,2,1
3,1,7,1,123,2020,1600000.0,8,0.33060269163253353,17,1,1
3,4,2,1,176,2022,525000.0,8,0.8051492100643652,19,0,1
3,1,7,1,107,2019,1108000.0,9,0.5734347571679345,14,0,1
3,4,2,1,176,2020,420000.0,8,0.626097132826214,19,0,1
3,4,8,2,180,2017,605000.0,7,0.5974253949678175,19,0,1
3,4,2,1,155,2018,326000.0,2,0.6465769455822118,19,0,1
3,4,7,1,50,2020,950000.0,8,0.3510825043885313,7,1,1
3,4,2,1,66,2018,639000.0,2,0.4505558806319484,9,2,1
3,4,2,2,90,2018,712000.0,8,0.4447045055588065,10,2,1
3,4,2,1,179,2021,670000.0,8,0.665886483323581,19,0,1
3,4,7,1,144,2021,1650000.0,8,0.2457577530719719,18,1,1
3,4,2,1,253,2022,875000.0,7,0.4874195435927443,28,2,1
3,1,7,1,101,2018,1600000.0,8,0.35693387946167354,13,1,1
3,4,2,1,300,2017,675000.0,8,0.45523698069046226,30,2,1
3,4,8,2,296,2018,533000.0,8,0.4938560561732007,30,2,1
3,4,2,2,238,2020,487000.0,7,0.6612053832650674,26,0,1
3,4,2,2,176,2022,526000.0,2,0.626097132826214,19,0,1
3,4,2,1,157,2022,926000.0,7,0.5857226448215332,19,0,1
3,4,8,1,295,2018,850000.0,2,0.35693387946167354,29,1,1
3,4,8,2,180,2019,725000.0,2,0.6436512580456407,19,0,1
3,4,2,2,160,2018,501000.0,2,0.7080163838502048,19,0,0
3,4,8,1,180,2017,577000.0,7,0.5763604447045058,19,0,1
3,1,7,1,147,2015,894999.9999999999,2,0.29256875365710944,18,1,1
3,4,2,1,77,2019,521000.0,9,0.4622586307782329,10,2,1
3,4,7,1,60,2016,650000.0,2,0.2574605032182563,9,1,1
3,1,4,1,165,2013,670000.0,8,0.5716793446459919,19,0,1
3,4,8,1,249,2018,775000.0,8,0.25804564072557057,27,1,1
3,1,7,1,183,2019,980000.0,2,0.7782328847279111,19,0,1
3,4,8,2,163,2019,830000.0000000001,7,0.6179052077238151,19,0,1
3,4,8,1,180,2020,750000.0,8,0.6676418958455238,19,0,1
3,1,2,1,134,2018,450000.0,8,0.8379169104739613,18,0,1
3,1,2,2,179,2017,600000.0,8,0.8308952603861907,19,0,1
3,4,2,1,155,2017,302000.0,8,0.6465769455822118,19,0,1
3,4,2,2,78,2021,736000.0,7,0.5675833820947923,10,0,1
3,4,2,1,172,2019,480000.0,2,0.5787009947337626,19,0,1
3,4,2,1,90,2021,967000.0,7,0.526623756582797,10,2,1
3,4,2,1,176,2020,432000.0,9,0.626097132826214,19,0,1
3,4,2,1,54,2019,600000.0,5,0.5500292568753656,7,2,1
3,4,8,1,180,2016,610000.0,7,0.6676418958455238,19,0,1
3,1,7,1,314,2012,1250000.0,8,0.21650087770626092,31,1,0
3,4,2,1,37,2018,337000.0,8,0.4692802808660036,5,2,1
3,4,2,1,81,2019,527000.0,2,0.5441778818022235,10,2,0
3,1,8,1,17,2014,1750000.0,8,0.4166179052077238,2,2,0
3,4,2,3,300,2017,549000.0,7,0.30427150380339374,30,1,1
3,4,2,2,47,2017,270000.0,5,0.28086600351082514,6,1,1
3,1,8,1,262,2011,285000.0,8,0.4681100058513751,28,2,1
3,1,7,1,235,2017,975000.0,8,0.5482738443534231,26,2,1
3,1,2,1,90,2018,725000.0,8,0.6752486834406085,10,0,1
3,4,7,1,85,2023,1010000.0,8,0.48399837731360973,10,2,1
3,4,7,1,107,2021,1750000.0,8,0.339379754242247,14,1,0
3,4,2,1,90,2016,621000.0,2,0.4447045055588065,10,2,1
3,4,2,1,157,2017,633000.0,2,0.6085430076067876,19,0,1
3,4,2,2,77,2019,515000.00000000006,9,0.4622586307782329,10,2,1
3,4,2,1,157,2019,679000.0,8,0.6085430076067876,19,0,1
3,4,7,1,73,2022,1388000.0,8,0.48399837731360973,10,2,1
3,4,2,2,172,2017,609000.0,2,0.5787009947337626,19,0,0
3,4,7,2,293,2021,1000000.0,2,0.35283791691047406,29,1,1
3,4,2,1,179,2021,590000.0,8,0.665886483323581,19,0,1
3,1,2,1,179,2017,570000.0,8,0.8308952603861907,19,0,1
3,4,8,1,180,2018,679000.0,7,0.5974253949678175,19,0,0
3,4,7,1,140,2023,1800000.0,8,0.48399837731360973,18,2,1
3,4,2,1,90,2018,640000.0,8,0.4447045055588065,10,2,1
3,4,2,1,160,2020,475000.0,8,0.6220011702750147,19,0,1
3,4,8,1,63,2011,430000.0,8,0.339379754242247,9,1,0
3,4,7,1,170,2022,1700000.0,2,0.5915740198946752,19,0,1
3,1,7,2,147,2014,700000.0,8,0.23990637799882975,18,1,1
3,4,2,1,77,2018,675000.0,7,0.4622586307782329,10,2,0
3,4,2,1,37,2018,430000.0,8,0.4692802808660036,5,2,1
3,4,2,1,238,2019,420000.0,8,0.7027501462843769,26,0,1
3,4,2,1,184,2020,580000.0,8,0.5570509069631363,19,2,1
3,4,2,2,89,2013,334000.0,7,0.5155061439438268,10,2,1
3,4,2,1,175,2014,402000.0,2,0.4388531304856641,19,2,1
3,1,2,1,27,2016,240000.0,8,0.844938560561732,3,0,1
3,1,8,2,163,2018,734000.0,9,1.0,19,0,0
3,4,8,1,63,2017,795000.0,2,0.3744880046811,9,1,1
3,4,2,2,157,2016,570000.0,2,0.6085430076067876,19,0,1
3,4,2,2,81,2021,551000.0,9,0.5441778818022235,10,2,1
3,4,2,2,90,2010,280000.0,8,0.4388531304856641,10,2,1
3,4,2,1,39,2021,463000.0,8,0.5681685196021066,5,0,1
3,4,8,1,163,2016,625000.0,8,0.5693387946167349,19,0,1
3,4,8,2,52,2008,200000.0,8,0.25160912814511416,7,1,1
3,4,2,1,154,2011,170000.0,8,0.5090696313633704,19,2,1
3,4,2,1,155,2018,325000.0,8,0.6465769455822118,19,0,1
3,1,4,1,135,2018,750000.0,8,0.36863662960795784,18,1,1
3,4,2,1,155,2016,275000.0,8,0.8016383850204797,19,0,1
3,4,2,1,39,2021,447000.0,7,0.626097132826214,5,0,1
3,1,2,1,77,2018,578000.0,8,0.7606787595084844,10,0,1
3,1,8,1,249,2015,600000.0,8,0.6237565827969572,27,0,0
3,4,8,1,296,2016,524000.0,7,0.3510825043885313,30,1,1
3,4,2,2,39,2020,402000.0,7,0.626097132826214,5,0,1
3,4,2,1,172,2018,552000.0,9,0.5787009947337626,19,0,1
3,4,2,1,89,2010,265000.0,8,0.5476887068461088,10,2,1
3,1,2,2,179,2013,443000.0,2,0.6963136337039203,19,0,1
3,4,8,1,86,2016,721000.0,8,0.35166764189584565,10,1,0
3,4,8,1,86,2022,1550000.0,2,0.435927442949093,10,2,0
3,4,2,1,90,2021,1092000.0,9,0.5430076067875952,10,2,0
3,1,7,1,183,2018,890000.0,8,0.7782328847279111,19,0,1
3,4,2,2,157,2018,550000.0,5,0.6085430076067876,19,0,1
3,4,2,1,157,2017,609000.0,7,0.6085430076067876,19,0,1
3,1,4,2,257,2019,1450000.0,8,0.3861907548273845,28,1,0
3,4,4,1,186,2021,1100000.0,2,0.46869514335868934,19,2,1
3,4,7,2,224,2020,1199000.0,2,0.18899941486249272,23,1,1
3,1,7,1,147,2015,844999.9999999999,2,0.23990637799882975,18,1,1
3,1,8,1,86,2018,1013000.0,9,0.6436512580456407,10,0,1
3,4,7,2,73,2017,1008000.0,2,0.1170275014628438,10,1,1
3,4,2,2,82,2012,260000.0,8,0.4049151550614395,10,2,1
3,1,7,1,73,2017,1124000.0,8,0.5073142188414278,10,2,1
3,4,8,1,296,2017,609000.0,9,0.3510825043885313,30,1,1
3,1,7,2,7,2014,1450000.0,8,0.27677004095962554,1,1,0
3,4,2,2,156,2014,272000.0,8,0.7834991222937392,19,0,1
3,1,7,1,122,2020,1500000.0,2,0.37507314218841425,17,1,1
3,4,2,2,81,2018,522000.0,2,0.5441778818022235,10,2,0
3,4,2,2,157,2017,623000.0,2,0.6085430076067876,19,0,1
3,1,7,1,138,2010,585000.0,8,0.06143943826799303,18,1,1
3,4,2,2,155,2017,298000.0,8,0.6465769455822118,19,0,1
3,1,2,1,160,2016,400000.0,8,0.9724985371562317,19,0,1
3,1,7,1,73,2018,1080000.0,2,0.5073142188414278,10,2,1
3,1,2,1,283,2014,520000.0,2,0.7366881217086015,29,0,1
3,4,2,1,77,2019,680000.0,2,0.4622586307782329,10,2,1
3,4,8,1,63,2021,1199000.0,8,0.4447045055588065,9,2,1
3,1,2,1,90,2016,498000.00000000006,5,0.6752486834406085,10,0,1
3,4,2,1,90,2016,633000.0,8,0.4447045055588065,10,2,1
3,4,8,3,63,2015,562000.0,8,0.3744880046811,9,1,1
3,1,2,1,160,2016,475000.0,8,0.9724985371562317,19,0,1
3,4,2,1,66,2017,601000.0,2,0.4505558806319484,9,2,1
3,4,2,1,155,2018,352000.0,8,0.6465769455822118,19,0,1
3,4,2,2,89,2012,300000.0,8,0.5155061439438268,10,2,1
3,4,2,1,157,2018,720000.0,8,0.5857226448215332,19,0,1
3,4,2,1,238,2022,541000.0,8,0.6120538326506729,26,0,1
3,4,2,1,77,2018,514000.0,8,0.4622586307782329,10,2,1
3,1,7,3,132,2001,395000.0,3,0.48399837731360973,18,2,1
3,4,2,1,157,2022,780000.0,2,0.6641310708016385,19,0,1
3,4,8,2,278,2015,400000.0,8,0.3861907548273845,28,1,1
3,1,8,1,163,2019,995000.0,8,0.9256875365710943,19,0,1
3,1,7,1,73,2017,940000.0,8,0.6495026331187831,10,0,1
3,1,7,1,147,2017,1490000.0,8,0.29256875365710944,18,1,1
3,1,8,1,63,2015,580000.0,8,0.8777062609713283,9,0,1
3,4,2,1,39,2018,375000.0,8,0.6729081334113517,5,0,1
3,4,2,2,61,2013,314000.0,8,0.4915155061439437,9,2,1
3,4,2,2,238,2021,556000.0,8,0.6436512580456407,26,0,0
3,4,2,1,157,2021,787000.0,9,0.5857226448215332,19,0,1
3,4,2,1,179,2019,595000.0,8,0.676418958455237,19,0,0
3,1,2,2,284,2016,400000.0,8,0.7366881217086015,29,0,1
3,4,2,2,273,2021,771000.0,7,0.4681100058513751,28,2,0
3,1,8,1,59,2018,790000.0,8,0.5851375073142188,9,0,0
3,4,2,1,90,2017,655000.0,9,0.4447045055588065,10,2,1
3,4,2,1,89,2012,336000.0,8,0.5476887068461088,10,2,1
3,1,8,2,198,2015,1775000.0,8,0.40374488004681097,20,1,0
3,4,8,1,63,2018,832000.0,8,0.3744880046811,9,1,1
3,1,4,1,257,2017,1025000.0,8,0.3861907548273845,28,1,1
3,1,2,1,179,2016,595000.0,8,0.8308952603861907,19,0,1
3,4,2,1,77,2017,625000.0,8,0.4622586307782329,10,2,0
3,4,2,1,77,2016,599000.0,8,0.4622586307782329,10,2,0
3,4,2,2,157,2018,615000.0,7,0.6085430076067876,19,0,1
3,4,2,1,160,2019,514000.0,8,0.8332358104154475,19,0,1
3,4,2,1,179,2015,458000.0,2,0.665886483323581,19,0,1
3,4,8,1,163,2017,700000.0,7,0.47513165593914575,19,2,0
3,4,2,1,238,2020,515000.00000000006,8,0.6120538326506729,26,0,1
3,4,7,1,50,2018,822000.0000000001,8,0.3510825043885313,7,1,1
3,4,2,1,82,2010,265000.0,8,0.4049151550614395,10,2,1
3,4,2,1,90,2016,579000.0,8,0.4447045055588065,10,2,1
3,4,2,2,89,2013,318000.0,7,0.5476887068461088,10,2,1
3,1,7,1,292,2003,435000.0,8,0.48399837731360973,29,2,1
3,4,8,1,63,2016,643000.0,2,0.3978935049736688,9,1,1
3,4,2,1,253,2020,750000.0,8,0.4874195435927443,28,2,1
3,4,7,1,239,2021,825000.0,8,0.46986541837331786,26,2,0
3,4,2,1,176,2022,610000.0,2,0.836746635459333,19,0,0
3,4,8,1,63,2021,1090000.0,2,0.3744880046811,9,1,1
3,1,8,1,52,2006,100000.0,8,0.3978935049736688,7,1,1
3,4,8,1,181,2020,625000.0,8,0.5236980690462257,19,2,1
3,4,2,2,54,2010,185000.0,8,0.2691632533645406,7,1,1
3,4,2,1,155,2020,357000.0,8,0.6465769455822118,19,0,1
3,4,2,1,176,2022,547000.0,7,0.626097132826214,19,0,1
3,1,7,2,183,2018,800000.0,2,0.7782328847279111,19,0,1
3,4,2,3,89,2012,311000.0,8,0.5476887068461088,10,2,1
3,4,2,2,157,2017,570000.0,8,0.6085430076067876,19,0,1
3,4,8,1,180,2010,300000.0,8,0.38033937975424237,19,1,1
3,4,2,1,155,2017,332000.0,7,0.6465769455822118,19,0,1
3,4,2,2,157,2016,510000.0,8,0.6085430076067876,19,0,1
3,4,2,1,155,2016,325000.0,2,0.8016383850204797,19,0,1
3,4,2,1,55,2019,644000.0,9,0.4681100058513751,7,2,1
3,4,2,1,172,2018,528000.0,2,0.5787009947337626,19,0,1
3,4,4,1,105,2022,1150000.0,2,0.48399837731360973,14,2,1
3,4,2,1,157,2017,740000.0,2,0.5008777062609712,19,2,0
3,1,8,2,86,2012,410000.0,8,0.6623756582796957,10,0,1
3,4,2,1,162,2019,599000.0,8,0.6220011702750147,19,0,0
3,4,4,1,186,2021,1125000.0,8,0.46869514335868934,19,2,1
3,4,8,1,63,2020,1299000.0,8,0.4271503803393798,9,2,0
3,4,8,1,63,2019,1050000.0,8,0.35927442949093036,9,1,1
3,4,2,1,39,2020,416000.0,2,0.6729081334113517,5,0,1
3,4,8,1,180,2017,642000.0,8,0.5974253949678175,19,0,0
3,1,7,1,183,2018,849000.0,2,0.7782328847279111,19,0,1
3,4,8,2,180,2013,434000.0,8,0.6676418958455238,19,0,1
3,4,2,3,61,2012,276000.0,2,0.4915155061439437,9,2,1
3,4,2,1,90,2019,710000.0,2,0.4447045055588065,10,2,1
3,4,2,1,157,2017,580000.0,9,0.6085430076067876,19,0,1
3,4,2,1,157,2016,575000.0,2,0.6085430076067876,19,0,1
3,4,2,2,77,2016,498000.00000000006,2,0.4622586307782329,10,2,1
3,4,2,2,90,2015,533000.0,8,0.4447045055588065,10,2,1
3,4,2,1,157,2017,699000.0,8,0.6085430076067876,19,0,0
3,4,2,1,273,2019,520000.0,9,0.7513165593914569,28,0,1
3,4,8,1,59,2018,720000.0,2,0.49736688121708605,9,2,1
3,1,7,1,122,2021,1800000.0,9,0.37507314218841425,17,1,1
3,1,8,2,247,2011,380000.0,8,0.526623756582797,27,2,1
3,4,2,1,90,2019,749000.0,7,0.4447045055588065,10,2,1
3,4,2,3,156,2017,330000.0,8,0.7577530719719133,19,0,1
3,4,2,1,274,2022,700000.0,8,0.5318899941486249,28,2,1
3,4,2,1,90,2016,645000.0,8,0.4447045055588065,10,2,1
3,4,2,1,238,2018,391000.0,7,0.7630193095377414,26,0,0
3,4,8,2,63,2012,509000.0,7,0.339379754242247,9,1,0
3,4,2,2,90,2015,516000.0,2,0.4447045055588065,10,2,1
3,4,2,2,184,2012,312000.0,2,0.4622586307782329,19,2,1
3,4,2,2,160,2016,434000.0,7,0.9174956114686951,19,0,0
3,4,2,1,184,2013,375000.0,7,0.4622586307782329,19,2,1
3,4,2,1,37,2019,432000.0,8,0.5166764189584551,5,2,1
3,4,2,1,78,2019,688000.0,7,0.5675833820947923,10,0,0
3,4,2,1,39,2018,350000.0,8,0.684610883557636,5,0,1
3,4,2,2,77,2018,496000.0,8,0.4622586307782329,10,2,1
3,4,2,1,179,2017,630000.0,8,0.6436512580456407,19,0,1
3,4,2,1,77,2019,685000.0,8,0.4622586307782329,10,2,0
3,4,4,2,67,2015,550000.0,8,0.36863662960795784,9,1,1
3,1,4,1,67,2014,520000.0,2,0.7723815096547689,9,0,1
3,4,8,2,63,2007,250000.0,8,0.39204212990052667,9,1,1
3,1,7,1,183,2019,1000000.0,8,0.7782328847279111,19,0,1
3,4,2,2,172,2018,496000.0,9,0.5787009947337626,19,0,1
3,1,8,1,163,2017,788000.0,7,1.0,19,0,1
3,4,2,1,92,2021,995000.0,2,0.526623756582797,10,2,1
3,4,2,1,77,2013,416000.0,8,0.4622586307782329,10,2,1
3,4,2,1,155,2019,344000.0,7,0.8016383850204797,19,0,1
3,1,2,1,179,2014,450000.0,2,0.6963136337039203,19,0,1
3,4,2,2,300,2019,523000.00000000006,7,0.3943826799297835,30,1,1
3,1,8,2,180,2011,340000.0,8,0.48566413107080175,19,2,1
3,4,2,1,77,2019,520000.0,8,0.4622586307782329,10,2,1
3,4,2,1,179,2019,628000.0,2,0.665886483323581,19,0,1
3,1,2,1,179,2014,525000.0,8,0.8308952603861907,19,0,1
3,4,2,1,81,2019,514000.0,8,0.5441778818022235,10,2,0
3,1,8,1,299,2018,1700000.0,8,0.3756582796957285,30,1,0
3,4,8,1,86,2008,290000.0,8,0.1696898771211235,10,1,1
3,1,4,2,135,2020,950000.0,8,0.36863662960795784,18,1,1
3,4,8,2,86,2018,900000.0,5,0.3510825043885313,10,1,1
3,1,2,1,157,2019,750000.0,8,0.9590403744880048,19,0,1
3,1,8,1,262,2011,300000.0,8,0.5921591574019897,28,0,1
3,1,7,1,142,2019,980000.0,8,0.43826799297834984,18,2,1
3,4,2,1,179,2018,675000.0,8,0.676418958455237,19,0,0
3,4,8,1,63,2016,616000.0,2,0.3978935049736688,9,1,1
3,4,7,3,171,2004,550000.0,8,0.05617320070216503,19,1,1
3,4,7,2,50,2018,814000.0,2,0.3510825043885313,7,1,1
3,4,2,1,157,2019,750000.0,8,0.6085430076067876,19,0,1
3,1,8,1,87,2017,450000.0,8,0.7840842598010532,10,0,1
3,4,2,1,77,2016,498000.00000000006,2,0.4622586307782329,10,2,1
3,1,8,1,163,2015,650000.0,8,0.8899941486249269,19,0,1
3,4,2,2,77,2019,527000.0,8,0.4622586307782329,10,2,1
3,4,2,2,184,2015,329000.0,2,0.5564657694558223,19,2,1
3,4,2,1,54,2015,350000.0,8,0.2691632533645406,7,1,1
3,4,2,1,81,2018,541000.0,2,0.5441778818022235,10,2,1
3,1,2,3,90,2012,340000.0,8,0.6377998829724986,10,0,1
3,4,2,2,82,2008,185000.0,8,0.4049151550614395,10,2,1
3,1,7,1,73,2017,1125000.0,8,0.5073142188414278,10,2,1
3,4,8,1,63,2020,1000000.0,8,0.3744880046811,9,1,1
3,1,2,2,134,2018,450000.0,8,0.8379169104739613,18,0,1
3,1,8,2,87,2016,445000.0,8,0.7840842598010532,10,0,1
3,1,7,1,73,2018,1195000.0,2,0.5073142188414278,10,2,1
3,4,2,1,160,2016,440000.00000000006,8,0.7080163838502048,19,0,1
3,4,2,1,162,2019,503000.0,9,0.6220011702750147,19,0,1
3,4,8,1,180,2018,702000.0,2,0.5974253949678175,19,0,0
3,4,2,1,157,2018,690000.0,2,0.6085430076067876,19,0,1
3,4,2,1,77,2018,520000.0,8,0.4622586307782329,10,2,1
3,4,2,1,157,2017,699000.0,8,0.5909888823873611,19,0,1
3,4,2,2,179,2013,436000.00000000006,8,0.665886483323581,19,0,1
3,1,8,1,262,2013,250000.0,8,0.5863077823288473,28,0,1
3,4,8,1,63,2014,502000.0,2,0.3744880046811,9,1,1
3,4,2,1,179,2016,510000.0,8,0.665886483323581,19,0,1
3,1,2,1,157,2016,660000.0,8,0.9590403744880048,19,0,1
3,4,2,1,157,2017,599000.0,8,0.6085430076067876,19,0,1
3,1,8,2,53,2011,250000.0,8,0.5078993563487421,7,2,1
3,1,8,2,298,2014,750000.0,8,0.34874195435927446,30,1,0
3,1,7,1,147,2018,1595000.0,8,0.23990637799882975,18,1,1
3,4,2,1,184,2012,310000.0,8,0.6313633703920422,19,0,1
3,4,2,1,157,2017,675000.0,9,0.5909888823873611,19,0,1
3,1,7,3,210,2011,1200000.0,8,0.48399837731360973,20,2,0
3,4,2,1,176,2019,392000.0,2,0.626097132826214,19,0,1
3,4,2,1,176,2019,401000.0,8,0.626097132826214,19,0,1
3,4,2,3,157,2017,581000.0,8,0.6085430076067876,19,0,1
3,1,8,1,305,2018,909000.0,2,0.6524283206553539,30,0,0
3,4,2,1,77,2018,543000.0,8,0.4622586307782329,10,2,1
3,1,4,1,165,2019,1100000.0,2,0.7911059098888239,19,0,1
3,1,8,1,59,2018,743000.0,2,0.7489760093622001,9,0,0
3,4,8,2,249,2020,997000.0,7,0.4663545933294323,27,2,1
3,1,7,1,101,2017,1599000.0,8,0.35693387946167354,13,1,1
3,4,2,1,90,2021,811000.0,8,0.5851375073142188,10,0,1
3,4,2,1,89,2009,250000.0,8,0.5155061439438268,10,2,1
3,1,4,1,289,2008,650000.0,8,0.1053247513165595,29,1,1
3,1,7,1,178,2018,975000.0,8,0.8250438853130487,19,0,1
3,1,8,1,3,2011,1199000.0,8,0.3247513165593915,1,1,0
3,4,8,1,211,2001,999000.0,6,0.1170275014628438,20,1,1
3,1,4,1,30,2013,525000.0,8,0.42129900526623765,3,2,1
3,1,8,1,180,2012,420000.0,8,0.48566413107080175,19,2,1
3,4,2,1,179,2021,600000.0,8,0.5974253949678175,19,0,1
3,1,7,1,236,2019,996000.0,8,0.5032182562902282,26,2,1
3,4,2,3,61,2012,311000.0,2,0.4915155061439437,9,2,1
3,4,7,1,302,2022,1700000.0,8,0.5313048566413107,30,2,1
3,4,2,2,157,2016,572000.0,2,0.6085430076067876,19,0,1
3,4,2,1,37,2017,307000.0,9,0.4692802808660036,5,2,1
3,4,8,1,63,2014,454000.0,7,0.3744880046811,9,1,1
3,1,8,2,249,2017,775000.0,2,0.5927442949093037,27,0,1
3,1,7,1,183,2019,850000.0,8,0.7782328847279111,19,0,0
3,4,7,1,236,2020,907000.0,8,0.3171445289643068,26,1,1
3,4,2,1,81,2019,509000.0,2,0.5441778818022235,10,2,1
3,4,2,1,92,2021,940000.0,7,0.526623756582797,10,2,1
3,1,2,2,226,2011,227000.0,2,0.7068461088355763,23,0,1
3,4,2,1,157,2019,650000.0,8,0.6085430076067876,19,0,1
3,4,2,1,61,2017,595000.0,8,0.3218256290228204,9,1,0
3,1,7,1,73,2017,1100000.0,8,0.35166764189584565,10,1,0
3,4,8,1,180,2022,770000.0,8,0.6676418958455238,19,0,1
3,4,2,1,179,2018,695000.0,2,0.6436512580456407,19,0,1
3,4,2,3,273,2018,496000.0,2,0.7513165593914569,28,0,1
3,1,8,1,75,2018,1261000.0,7,0.4230544177881802,10,2,0
3,1,7,1,265,2021,928000.0,8,0.7150380339379753,28,0,1
3,1,7,2,183,2016,803999.9999999999,8,0.7782328847279111,19,0,1
3,4,7,1,108,2021,1100000.0,5,0.42129900526623765,14,2,1
3,4,7,1,159,2023,1275000.0,2,0.3733177296664715,19,1,1
3,1,7,1,73,2018,950000.0,2,0.6495026331187831,10,0,1
3,4,2,1,156,2018,400000.0,2,0.7577530719719133,19,0,0
